INSTALL_YR,INSTALL_MO,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,LAT,LON,point
2015,1,1764,1331 18TH ST,Kate's Closet,18TH,SIDEWALK,1,2,{D3565394-CAA9-4B17-BF85-9CACB7B1C203},37.762498,-122.396135,POINT (-122.39613519769978 37.76249760248151)
2011,12,2233,433 CALIFORNIA ST,Office Building,CALIFORNIA,SIDEWALK,1,2,{FA5A8C14-4BC5-45F1-BF9C-8111A04110EE},37.792681,-122.401655,POINT (-122.40165479503271 37.79268100034431)
2017,7,4832,2050 Irving St,Walgreens Pharmacy,Irving Street,SIDEWALK,1,2,{4630B37B-29CD-4B0B-BD91-46D9C4296BF8},,,POINT (-122.48015578782424 37.763678480678955)
2015,7,1444,788 HARRISON ST,SOMA at 788 Apartments,HARRISON,SIDEWALK,1,2,{2ED386EE-0D39-4ABA-92F1-C41435BEB7D1},37.781168,-122.399541,POINT (-122.3995410958164 37.7811681017765)
2002,0,498,2367 MARKET ST,Bisou French Bistro,MARKET,SIDEWALK,1,2,{AB56D49B-546D-4A30-9D19-DE8D72ADD7FD},37.762834,-122.434339,POINT (-122.43433879235934 37.76283400616674)
2010,11,803,33 KEARNY ST,Discount Camera,KEARNY,SIDEWALK,1,2,{0D004E1B-487E-45A5-851A-2C6BD4413F6B},37.788261,-122.403851,POINT (-122.40385079333609 37.7882610015624)
2018,12,4552,64 14th Street,Pink Onion,14th Street,SIDEWALK,1,2,{D28730E6-778E-4F73-B8CF-A8D3E3D64F28},,,POINT (-122.41484724990775 37.768784681435605)
2010,7,1816,2500 FOLSOM ST,Heirloom Cafe,FOLSOM,SIDEWALK,2,4,{43939005-03AC-4774-BDC4-B60B54D55220},37.757096,-122.414799,POINT (-122.41479879718067 37.75709600464536)
2015,11,1652,2118 CLEMENT STREET,My Little Learning Tree,CLEMENT,SIDEWALK,2,4,{5A033998-6345-49C8-BC51-112D46DB768B},37.782212,-122.481882,POINT (-122.48188178956208 37.782212164893835)
2014,12,198,748 INNES AVE,Archimedes Banya SF,INNES,ROADWAY,5,10,{EA4B9FFB-2BAE-49B0-A01C-0B404317474B},37.730562,-122.372692,POINT (-122.37269160644087 37.7305617539034)
2010,1,1280,None,Ocean Beach,GREAT HWY,SIDEWALK,3,6,{DA9EF6FE-A7E2-4AD2-A506-590462680543},37.735405,-122.506807,POINT (-122.50680678481024 37.73540501314561)
2017,1,3341,2665 Balboa,Schneerson Center,BALBOA,SIDEWALK,2,4,{60A3209D-8C2B-487D-989C-F6E821BAF6F5},37.776104,-122.487285,POINT (-122.48728473706801 37.77610396806221)
2015,1,727,3735 BUCHANAN ST,Starbucks,BUCHANAN,SIDEWALK,1,2,{A3140789-B74B-447A-9770-3AE4A52FB4C2},37.804471,-122.433832,POINT (-122.43383228734857 37.804471202651456)
0,0,1296,547 CLAYTON ST,residential,CLAYTON,SIDEWALK,1,2,{6227C49C-0C29-4C3D-B87B-79A62822D725},37.77039,-122.448994,POINT (-122.44899379001116 37.77039000625663)
2005,0,644,6555 GEARY BLVD,Ta Kioh Buddhist Temple,GEARY,SIDEWALK,1,2,{1986F9CE-2421-4778-A768-D54DAE11FDAC},37.779543,-122.489791,POINT (-122.4897907822081 37.77954300858809)
2015,1,2262,4539 MISSION ST,Sireno's Salon,MISSION,SIDEWALK,1,2,{6EE8CE6C-C385-41D6-A34B-6AC8D606914A},37.725536,-122.433872,POINT (-122.43387209658343 37.72553620866323)
2016,10,3335,1819 Balboa,Bora Beauty,BALBOA,SIDEWALK,1,2,{2721E6D8-771B-4A8B-8E89-CE6251CBCA27},37.776517,-122.478246,POINT (-122.47824578177121 37.77651678823355)
2016,8,3399,636 2nd,Merigan subs,02ND,SIDEWALK,2,4,{C52FE377-CB09-4768-A44D-E8FB1E7D2D17},37.781333,-122.391557,POINT (-122.39155703043167 37.781332642525946)
2018,4,4781,691 14th Street,Fig & Thistle Market,14th Street,SIDEWALK,2,4,{F5CF142A-A82F-4A91-A5E8-E66BFB59B676},,,POINT (-122.42824794117924 37.76753459046161)
2015,8,191,986 MARKET ST,Equator Coffee,MARKET,SIDEWALK,4,8,{74FB89C2-E8A7-422F-9B29-92A055292F69},37.782585,-122.41004,POINT (-122.41004034757712 37.78258486697156)
2006,0,2388,570 GROVE ST,UNKNOWN,GROVE,SIDEWALK,1,2,{544CCB2F-19A3-41CB-B181-34F2E95BF426},37.777716,-122.425961,POINT (-122.42596079209682 37.777716003787184)
2018,3,4615,1388 46th Avenue,7 11,46th Avenue,SIDEWALK,2,4,{38FE58C9-3563-43EA-9366-8167A408D92C},,,POINT (-122.50559111941178 37.7606868809649)
2018,11,4566,2244 Fillmore Street,Via Veneto,Fillmore Street,SIDEWALK,1,2,{5242D4B3-1548-4449-A3D9-8AF86BE014D1},,,POINT (-122.43387686185592 37.79047662944732)
0,0,1930,2534 MISSION ST,Foreign Cinema,MISSION,SIDEWALK,1,2,{B30C79D2-5500-42A5-8FFE-13777E1C12D4},37.756383,-122.419248,POINT (-122.41924779532688 37.75638300585076)
2003,0,2122,739 LARKIN ST,UNKNOWN,LARKIN,SIDEWALK,1,2,{09A5FD3D-C63E-488E-B7EE-188FB9A173C5},37.784816,-122.418089,POINT (-122.41808879302901 37.78481600284453)
2002,0,2882,3160 16TH ST,Kilowatt Bar,16TH,SIDEWALK,1,2,{88DA8A13-12BD-45C6-8436-C75C6AF0C8BE},37.765057,-122.423236,POINT (-122.4232357931204 37.76505700436776)
0,0,692,510 VALENCIA ST,Five & Diamond,VALENCIA,SIDEWALK,1,2,{8E16A993-2E6D-4E6B-BD34-E425DA77012B},37.764659,-122.422147,POINT (-122.42214679450855 37.76465900554116)
2015,1,2033,1706 CHURCH ST,Drewes Meats,CHURCH,SIDEWALK,1,2,{4B75D0E2-8BF8-4ECE-B1C8-D8A0B746E299},37.743465,-122.426977,POINT (-122.42697679614191 37.74346500673722)
2006,0,460,701 11TH AVE,SFA Yoga,11TH,SIDEWALK,1,2,{80F3114F-0352-40DE-8B2E-3B87C89FC8B0},37.774913,-122.469382,POINT (-122.46938198556163 37.774913028050165)
2013,9,1418,4829 GEARY BLVD,Pacifisia Investment & Realty,GEARY,SIDEWALK,1,2,{7F01C365-885B-43F0-8051-84CBBFCFF3E8},37.780392,-122.471205,POINT (-122.47120488568142 37.78039159760154)
2002,0,1967,2222 TARAVAL ST,7-Eleven,TARAVAL,SIDEWALK,1,2,{DABD5576-2E3F-4390-B4D1-DF72E599704F},37.742661,-122.490032,POINT (-122.49003178600522 37.74266101170953)
2003,0,303,525 BRYANT ST,Polaris Group,BRYANT,SIDEWALK,1,2,{30F9524C-5B05-447D-AB60-28FD4BB1EEE5},37.780777,-122.396546,POINT (-122.39654579695178 37.780777001043425)
2018,5,4613,1735 Noriega Street,Sunset Reservoir Brewery.,Noriega Street,SIDEWALK,1,2,{8651630D-D3DC-4066-9007-115C1E915D64},,,POINT (-122.48238091870162 37.75372562019281)
0,0,2005,559 VALENCIA ST,Curtis Hotel,VALENCIA,SIDEWALK,6,12,{7C619C60-2B7E-44BD-9177-6BAE73E3F470},37.764005,-122.421492,POINT (-122.42149179395139 37.764005004714384)
2018,12,4581,4214 California Street,SF Pediatric Dentistry,California Street,SIDEWALK,1,2,{E6ABFAC7-7239-443A-A192-F40A178C983E},,,POINT (-122.46290056859624 37.785435888975144)
2010,10,39,543 DIVISADERO ST,Club Waziema,DIVISADERO,SIDEWALK,1,2,{80901563-FD56-4FE1-864A-661F969C1C11},37.774615,-122.438041,POINT (-122.43804079129107 37.77461500529765)
2010,9,1212,450 10TH ST,Costco,10TH,SIDEWALK,1,2,{536625E6-94EF-4882-98DC-C0FC33E70565},37.770483,-122.411093,POINT (-122.41109279512669 37.77048300310931)
2004,0,1391,1750 DIVISADERO ST,Starbucks,DIVISADERO,SIDEWALK,1,2,{AE3FD05D-5CD5-4A20-B72C-C9EDB0BBF9D3},37.785969,-122.439684,POINT (-122.43968379017308 37.785969004144114)
2004,0,919,169 STEUART ST,YMCA,STEUART,SIDEWALK,1,2,{84712604-2688-4A43-B964-C6014314C7A3},37.792694,-122.391969,POINT (-122.39196879536756 37.79269400085873)
2003,0,3006,4000 GEARY BLVD,Ken & Mary Hair Salon,GEARY,SIDEWALK,1,2,{873404C5-E71C-4C39-AF52-381FC25F2F3F},37.781344,-122.462324,POINT (-122.46232378584925 37.7813440057422)
2013,8,1628,700 IRVING ST,Pasquale's Pizzeria,IRVING,SIDEWALK,1,2,{41013C3B-3271-48B4-8A1B-5037668E4AAE},37.764247,-122.465527,POINT (-122.46552678817362 37.764247007690955)
2015,1,1889,2539 MISSION ST,Evergreen Supermarket,MISSION,SIDEWALK,1,2,{9EA7F3B2-BD24-46E0-82A8-B58D1CB51E1E},37.756414,-122.418472,POINT (-122.41847179609353 37.756414004685446)
2015,8,1781,101 NEW MONTGOMERY ST,Specialty's Café,NEW MONTGOMERY,SIDEWALK,1,2,{058BAF75-A31C-4E27-A6B6-EFF576C20AA8},37.787485,-122.400425,POINT (-122.40042463065834 37.787484679821944)
2018,5,4854,2170 Mission Street,Southpaw BBQ,Mission Street,SIDEWALK,1,2,{2F517A5B-AFA1-43D0-A76D-1C86532FADB7},,,POINT (-122.41969072040698 37.762312351513444)
2003,0,1216,395 SOUTH VAN NESS AVE,Video Transfer Center,S VAN NESS,SIDEWALK,1,2,{9A64F98B-D707-46AB-B3F7-C1AEB4F21AF3},37.767009,-122.417343,POINT (-122.4173427948241 37.76700900424599)
2018,8,4700,3378 24th Street,Big Mouth Burger,24th Street,SIDEWALK,1,2,{5B5FA1FE-EE73-4FCD-8160-AA799EA9B5B5},,,POINT (-122.42017860095548 37.75232774096253)
2002,0,2365,406 CLEMENT ST,Rockit Room,CLEMENT,SIDEWALK,1,2,{9F0C8162-4E2B-4733-B526-B445AEB1CE06},37.78322,-122.463764,POINT (-122.46376378586126 37.78322000555527)
0,0,15,3801 03RD ST,Bayview Plaza,03RD,SIDEWALK,1,2,{FBA854B7-5B75-4138-85B2-D40CD81B22DF},37.741935,-122.387419,POINT (-122.38741880152674 37.74193500433704)
2003,0,1516,25 SANCHEZ ST,Duboce Park Café,SANCHEZ,SIDEWALK,1,2,{381F4EA9-A148-48DC-BBA5-3E4416BB9954},37.768924,-122.430966,POINT (-122.43096579243779 37.76892400490458)
2010,11,581,1740 OFARRELL ST,Fat Angel Wine Bar,OFARRELL,SIDEWALK,1,2,{65B3E118-6D57-4BE4-9D14-8D5632613469},37.783476,-122.433303,POINT (-122.43330268976727 37.78347573404845)
0,0,152,3914 JUDAH ST,Beach Burrito,JUDAH,SIDEWALK,1,2,{996ECC1B-F739-4786-BDDD-03E00E4FC32E},37.76068,-122.50407,POINT (-122.50406978293297 37.76068001168151)
2011,9,1870,500 CASTRO ST,Harvey's,CASTRO,SIDEWALK,1,2,{D1FCB55E-28DE-4CD3-998D-F603EB514A55},37.760677,-122.435245,POINT (-122.43524479343755 37.760677006533626)
2010,0,2214,803 VALENCIA ST,Art Mart Store,VALENCIA,SIDEWALK,1,2,{953E2D67-81BB-4C38-B944-67701BD5EE3A},37.759943,-122.421116,POINT (-122.42111579480586 37.7599430057975)
2010,12,2416,2141 MISSION ST,Meyer Boswellk Books Inc.,MISSION,SIDEWALK,1,2,{218E9DF0-4F6E-4067-8C8D-22028E0F31CF},37.762681,-122.419073,POINT (-122.41907279581955 37.76268100419318)
2004,0,1646,3979 24TH ST,Sway,24TH,SIDEWALK,1,2,{A48BD40B-0C2F-43A7-AD2D-65153A61CBC7},37.751211,-122.431298,POINT (-122.43129779388248 37.75121100620599)
2013,5,446,3243 BALBOA ST,Mixed Nuts,BALBOA,SIDEWALK,1,2,{412574A5-4E3F-4B4C-B6C3-3FB991D46551},37.775638,-122.493451,POINT (-122.49345098192961 37.77563799950426)
0,0,2052,1616 20TH ST,Potrero Hill Library,20TH,SIDEWALK,1,2,{EB69192C-0DBB-4894-AD6B-742B102E6BB8},37.760131,-122.397651,POINT (-122.39765079848979 37.760131003876445)
2017,10,4510,1176 Valencia St,Wallflower Boutique,Valencia Street,SIDEWALK,1,2,{BDFD0E68-E2BF-4453-AF01-0A654BFD65DA},,,POINT (-122.42118789061719 37.75413532072544)
2018,11,4567,1523 Irving Street,Monkei miles,Irving Street,SIDEWALK,1,2,{32568953-BBC7-4358-B08C-11DFDC7DE18A},,,POINT (-122.47434495804995 37.76343777073774)
2005,0,2105,165 GRATTAN ST,Grattan School,GRATTAN,SIDEWALK,1,2,{B4E54374-530F-4EBE-8231-C9050A0F99BF},37.763475,-122.450493,POINT (-122.45049278919412 37.76347500720583)
2010,0,906,3555 CESAR CHAVEZ ST,St Lukes Hospital Main entrance,CESAR CHAVEZ,SIDEWALK,1,2,{BE6AA44A-3F46-4B24-83DE-521D7D44B6E0},37.74716,-122.420869,POINT (-122.42086879678537 37.74716000618558)
2012,5,1063,3601 CALIFORNIA ST,Walgreens,CALIFORNIA,SIDEWALK,1,2,{C30FCC58-C04E-4362-9920-4D97AAEB3468},37.786136,-122.453525,POINT (-122.4535247873641 37.78613600511776)
2017,10,4526,1157 Masonic Avenue,Rose Gold's Tattoo,Masonic Avenue,SIDEWALK,3,6,{CB69965F-AE85-42D9-9B8E-6C7E0F11C915},,,POINT (-122.44569950910908 37.77039971919441)
0,0,720,2239 POLK ST,Greens Sports Bar,POLK,SIDEWALK,1,2,{113F6B64-D7D1-4F58-85DE-57DE4FBDA0ED},37.797543,-122.422348,POINT (-122.4223477910157 37.79754300228804)
2002,0,2488,2257 MARKET ST,Peet's Coffee,MARKET,SIDEWALK,1,2,{AD884EDA-D33E-4B43-9D03-9A01DEB16691},37.764759,-122.431827,POINT (-122.43182679295529 37.76475900487253)
2016,8,3393,1200 Polk st,El Super Burrito,POLK,SIDEWALK,1,2,{C6504D64-1900-42B0-A133-6B4D995C3E9E},37.787782,-122.420033,POINT (-122.42003348772674 37.78778152618014)
2010,0,1055,1200 IRVING ST,Andronico's Market,IRVING,SIDEWALK,1,2,{B2080CC9-F6ED-4FE1-BC18-F64ABD444A79},37.764344,-122.471155,POINT (-122.47115478684971 37.764344008435124)
2012,6,1529,3520 20TH ST,Her Majesty's Secret Beekeeper,20TH,SIDEWALK,1,2,{DFC0A276-A62C-4489-8146-25F081DE1359},37.758832,-122.419652,POINT (-122.41965179544883 37.758832005494746)
2017,7,3211,2400 Irving St,Goodwill,IRVING,SIDEWALK,2,4,{8619A7AB-C8CB-4E49-892E-A111EB0A0F82},37.763346,-122.483591,POINT (-122.48359054268128 37.76334576351261)
2010,0,1591,16 WEST PORTAL AVE,St. Francisco Market.,WEST PORTAL,SIDEWALK,1,2,{3C15921C-51DB-4A99-ABF3-E3199878C1B9},37.740781,-122.466296,POINT (-122.46629579008446 37.74078101023204)
2015,10,2134,223 MISSISSIPPI ST SUITE #2,4SP Films,MISSISSIPPI,SIDEWALK,2,4,{7EC383A9-10F3-49AF-93D0-3FD070B25A66},37.763663,-122.394595,POINT (-122.394595088751 37.763663305728436)
2005,0,1300,3138 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,{AC37FE74-096B-48C7-88AB-A4DEE3067F3B},37.753541,-122.497564,POINT (-122.49756378432131 37.75354101125376)
2006,0,2732,3189 16TH ST,Malai Thai restaurant,16TH,SIDEWALK,1,2,{FB9ACD44-79DE-42D4-AD9B-6201E8B5338D},37.764517,-122.423628,POINT (-122.42362789383854 37.76451699471742)
2017,1,3366,517 Clement,101 Super Mart,CLEMENT,SIDEWALK,1,2,{8A89022D-7826-4787-A4E4-695FADA4CDD1},37.782862,-122.464616,POINT (-122.46461586380028 37.78286240881882)
2010,0,1562,3800 24TH ST,24 Hour Fitness Fit Lite,24TH,SIDEWALK,2,4,{1C884A6E-B524-4F86-A045-91D6D7309958},37.75192,-122.427672,POINT (-122.42767179493681 37.751920005517974)
2016,8,3411,1 South Park St,The American Grilled Cheese Kitchen,SOUTH PARK,SIDEWALK,1,2,{BACF8737-D5B0-407B-BC14-8ABEF7FB7629},37.736798,-122.425486,POINT (-122.42548602760696 37.73679754269343)
2017,2,3506,2128 FOLSOM ST,Stable Cafe,FOLSOM,SIDEWALK,3,6,{6D33E5EF-C35C-4DBA-A786-B28C55852205},37.763214,-122.415195,POINT (-122.4151945925821 37.763214444811936)
2018,9,4678,1369 Filbert Street,Mr.,Filbert Street,SIDEWALK,1,2,{BCAA7330-1AA8-46A5-A96A-D3DC7481E5B3},,,POINT (-122.42197047021149 37.799494739149615)
2018,11,4571,652 Polk Street,Brenda's French Soul Food,Polk Street,SIDEWALK,1,2,{3E34E113-A222-4129-8C97-009EC2FE8D46},,,POINT (-122.41886992155789 37.782904809538756)
2010,0,2554,866 VALENCIA ST,Peet's Coffee,VALENCIA,SIDEWALK,1,2,{558DA876-4B74-4F8E-BD1E-6561008F8908},37.758977,-122.421622,POINT (-122.42162179476827 37.75897700491398)
2003,0,1649,4035 JUDAH ST,General Store and Two Birds Fly,JUDAH,SIDEWALK,1,2,{20074FF4-4405-45B6-8A90-DEB49EBF2E95},37.760193,-122.505448,POINT (-122.50544778296523 37.76019301077013)
2015,10,563,240 RITCH ST,Two Fish Baking Co,RITCH,SIDEWALK,1,2,{348C91EB-0ACA-41D7-B751-0B6440AB2ACC},37.780336,-122.395806,POINT (-122.39580573063618 37.780335964496274)
2002,0,306,1318 07TH AVE,Impact Training,07TH,SIDEWALK,1,2,{551D2BDC-E7AE-46A0-8374-36DF806F9AA9},37.763725,-122.463802,POINT (-122.46380178774287 37.763725007348455)
2002,0,2656,539 HAYES ST,Alla Prima Fine Lingerie,HAYES,SIDEWALK,1,2,{79FB975A-1A5E-4069-81CD-577E1A5D4CC4},37.776393,-122.425251,POINT (-122.42525079214789 37.776393004507504)
2010,0,2478,2413 HARRISON ST,JCX Expendables Business,HARRISON,SIDEWALK,1,2,{0C61FAC2-8A5F-4858-AFFE-F0B9344A64E6},37.758561,-122.412138,POINT (-122.4121377965521 37.758561004394565)
2010,12,2080,1286 SANCHEZ ST,Family Practice doctor's office,SANCHEZ,SIDEWALK,1,2,{880242C9-602C-4E9E-8E26-93EB8BCE1D60},37.748574,-122.429624,POINT (-122.42962379423582 37.748574007055204)
2017,1,3447,345 California Street,Willis Towers Watson,CALIFORNIA,SIDEWALK,1,2,{044D1735-E847-4BE2-95BF-0B2F827A3E47},37.793074,-122.400473,POINT (-122.40047282325452 37.79307405011737)
2018,12,4549,1941 Irving Street,Sheng Kee Bakery,Irving Street,SIDEWALK,1,2,{EEA50CF7-0723-43A8-B2D4-6D5EFAC00FFB},,,POINT (-122.47888311941367 37.76323939973041)
2011,6,661,59 30TH ST,Stefano's Restaurant,30TH,SIDEWALK,1,2,{66AF049D-1045-447E-AEB2-E98AC13DA96B},37.742106,-122.423079,POINT (-122.42307879662803 37.74210600677756)
2012,7,642,1406 VALENCIA ST,Green Chiropractic Clinic,VALENCIA,SIDEWALK,1,2,{4DA26342-268D-454F-BC27-657D9165A552},37.750307,-122.420774,POINT (-122.42077379601677 37.750307005891784)
2018,7,4736,2001 37th Avenue,St Ignatius High School,37th Avenue,SIDEWALK,1,2,{201316CD-1A3C-49D1-B14C-86D29303DB74},,,POINT (-122.49582001868487 37.74886383175578)
2017,5,3283,443 Foerster Street,Miraloma Nursery,FOERSTER,SIDEWALK,2,4,{84D35876-A70D-4616-BD00-A035662D0809},37.731882,-122.448954,POINT (-122.44895374951714 37.73188187436836)
2015,1,2041,1700 CHURCH ST,Regent Thai,CHURCH,SIDEWALK,1,2,{4C5C1DDA-C53A-48B9-8D64-811BFADEAB3A},37.743575,-122.426917,POINT (-122.42691679590169 37.743575007031296)
2015,6,274,2890 SAN BRUNO AVE,Tierra Santa Market,WOOLSEY,SIDEWALK,1,2,{F7A9DDC1-1572-40EA-8AAB-746CF82C44D5},37.725383,-122.402689,POINT (-122.40268900126888 37.72538300646186)
2015,9,2996,2340 JACKSON ST,San Francisco Public Montessori School,JACKSON,SIDEWALK,3,6,{B9AD899D-2801-41D7-A7DC-C95A209F2B30},37.792662,-122.43361,POINT (-122.4336097322639 37.79266155392382)
2018,4,4784,705 Divisadero Street,4505 Burgers & BBQ,Divisadero Street,SIDEWALK,1,2,{0D64B204-BD44-49E0-AB1D-976405BE34DC},,,POINT (-122.43834325138512 37.776162039357395)
2015,1,3025,491 GUERRERO ST,Five Pins Project,GUERRERO,SIDEWALK,1,2,{528C1322-20BB-4C58-92E9-F3C51DB25D65},37.763441,-122.423863,POINT (-122.42386279458461 37.7634413051504)
2003,0,315,3150 24TH ST,Wise Sons Deli,24TH,SIDEWALK,1,2,{BF42BC29-B116-4893-8C65-1EB7F0F1366C},37.752626,-122.415333,POINT (-122.41533279666835 37.75262600556658)
2010,5,2440,1099 VALENCIA ST,Boogaloos,VALENCIA,ROADWAY,6,12,{E0D1254D-333C-4824-861D-71F216108B47},37.75548,-122.420668,POINT (-122.42066819576696 37.755479744961875)
2015,7,2692,28 02ND ST,NextSpace,02ND,SIDEWALK,2,4,{43AAAC7B-87A1-4BB7-AD3A-CFA9D7931388},37.765153,-122.40422,POINT (-122.40421979698291 37.76515300316348)
2004,0,2832,3285 21ST ST,Jay's Cheesesteak,21ST,SIDEWALK,1,2,{2F5DCEB6-FC90-46CC-8411-08B570464911},37.756793,-122.420797,POINT (-122.420796795475 37.75679300532285)
2015,11,1615,3071 16th St,Pancho Villa Taqueria,16TH,SIDEWALK,2,4,{A4300229-2949-4A68-887E-456D370DB95B},37.764891,-122.421188,POINT (-122.42118754562617 37.76489074760554)
2013,1,2217,1351 25TH AVE,Jefferson Annex CDC,25TH,SIDEWALK,1,2,{A5302434-C320-4F95-BAD2-4711C00DB633},37.762295,-122.483802,POINT (-122.48380208608198 37.76229486976458)
2011,6,1847,925 TARAVAL ST,DOC-FAI Martial Arts,TARAVAL,SIDEWALK,1,2,{2D8C38B3-A9F8-48D5-A944-2627F15B453F},37.742777,-122.476156,POINT (-122.47615578828714 37.742777010693)
2004,0,177,828 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,{6A23627D-CDE4-422C-B111-1E27A4E0C06B},37.759494,-122.421475,POINT (-122.4214747949013 37.75949400520366)
2015,1,1020,2130 HARRISON ST,Mission Creek Pilates,HARRISON,SIDEWALK,2,4,{8017BF23-D10C-4357-9416-13C455F2F0BA},37.762874,-122.413229,POINT (-122.41322919566677 37.76287380423657)
2018,12,4550,1815 Irving Street,Handy Deli,Irving Street,SIDEWALK,1,2,{3395E62F-8F8E-4A86-9CA0-54F8EB3FCC61},,,POINT (-122.47750813799074 37.763368430753886)
2013,1,1950,2066 HAYES ST,New Traditions Elementary School,HAYES,SIDEWALK,2,4,{6284B20B-6369-4B10-9287-B69916179CF1},37.77388,-122.450254,POINT (-122.45025368909957 37.77388042578421)
2017,4,3462,2029 Market Street,Apothecarium,MARKET,SIDEWALK,1,2,{C5CD39A7-5C66-4904-99F9-11242371D05B},37.768521,-122.427397,POINT (-122.42739660899765 37.76852083234139)
2017,10,4958,647 Chenery Street,Glen Park Montessori School,Chenery Street,SIDEWALK,1,2,{4A27AFA2-A9D3-48EA-BCDF-A1A7484D5FF2},,,POINT (-122.43277602548528 37.734483697953124)
2010,0,1806,990 SUTTER ST,Arts and Craftsman Supplies,SUTTER,SIDEWALK,1,2,{1ED0B119-7CC7-4523-8003-CE93E241CC48},37.788239,-122.416622,POINT (-122.41662179309735 37.78823900182862)
2003,0,1957,1320 POTRERO AVE,UNKNOWN,POTRERO,SIDEWALK,1,2,{1D1340A3-A816-4205-BB67-639D72C3AB1B},37.751007,-122.406457,POINT (-122.40645679828953 37.751007004708896)
2002,0,325,145 BOSWORTH ST,New Bosworth Market,BOSWORTH,SIDEWALK,1,2,{2A22296D-F079-44A2-AA8C-759BB4A83C64},37.733267,-122.428341,POINT (-122.42834079768883 37.73326700833613)
2002,0,1640,765 PENNSYLVANIA AVE,UNKNOWN,PENNSYLVANIA,SIDEWALK,1,2,{3AD855BF-8429-4752-A45F-7A02651AFC45},37.756403,-122.392737,POINT (-122.39273679926782 37.75640300334867)
2015,7,858,3235 MISSION ST,Mission at Valencia Building,MISSION,SIDEWALK,1,2,{63C36920-6676-4F1C-9010-9AE398DDCEA2},37.745019,-122.419847,POINT (-122.41984729679211 37.74501940657338)
2017,8,4481,1044 Howard Street,Camputee Press,Howard Street,SIDEWALK,2,4,{1AF9E506-BBA1-4BF8-950A-22F31729231C},,,POINT (-122.40838658013533 37.77910178942165)
2015,1,822,596 PACIFIC AVE,The Station SF & SF Fit Studio,KEARNY,SIDEWALK,2,4,{59C1EE6B-E4EC-4F3A-BC88-F5E842C6148A},37.797272,-122.405182,POINT (-122.40518169348208 37.79727200065373)
2017,10,4630,90 Gough Street,The Destist Group,Rose Street,SIDEWALK,1,1,{9979F3BE-2D76-4F57-92E7-FF6A6B2B9D8D},,,POINT (-122.4221853722163 37.7737070092309)
2018,8,4979,90 Parnassus Avenue,Lukes Local,Parnassus Avenue,SIDEWALK,4,8,{AA3AEF0F-1DF9-41AC-BA9C-B96C4A5D18E8},,,POINT (-122.44954684877688 37.764960325377096)
2004,0,1710,410 BUSH ST,Academy of Art University,BUSH,SIDEWALK,1,2,{AB1728DE-9BC1-4900-A00E-C94D80099133},37.791165,-122.404534,POINT (-122.404533793331 37.79116500127022)
2006,0,542,118 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,{27BDACFC-66F1-48CC-A62D-2A48C9DC07B5},37.787037,-122.400414,POINT (-122.40041379521162 37.787037001160755)
2002,0,724,3000 SAN BRUNO AVE,Money Mart,SAN BRUNO,SIDEWALK,1,2,{9F50A8F7-09EB-40B9-88AB-7C422AD2FBCC},37.723807,-122.402341,POINT (-122.40234080244049 37.72380700661669)
2003,0,509,65 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,{3F72D9A7-2BF1-45CE-A339-C49B55337C15},37.776765,-122.414935,POINT (-122.41493479408653 37.77676500349892)
2018,7,4708,1007 Sutter Street,Apartment/Residential,Sutter Street,SIDEWALK,1,2,{F0C95142-C24F-44D6-BCC6-85A200B7DDB9},,,POINT (-122.41703321060699 37.787975029533435)
2011,3,107,2440 MARIPOSA ST,Runaway Films,MARIPOSA,SIDEWALK,3,6,{A4C85424-14E2-4B03-BF1E-71527D4DE02F},37.763379,-122.408089,POINT (-122.40808879655891 37.763379004116054)
2003,0,2547,822 GEARY ST,Goodwill,GEARY,SIDEWALK,1,2,{1A8D63DD-5D10-439F-BAE3-E71D70747339},37.786525,-122.416992,POINT (-122.41699179183047 37.78652500255331)
2016,7,3576,1065 Valencia St,Valencia Cyclery,VALENCIA,SIDEWALK,1,2,{5B379338-4D7F-47B4-A626-AAFBB85B6048},37.755862,-122.420931,POINT (-122.42093147658653 37.75586152649613)
2017,9,4652,755 Morse St,Longfellow Elementary School,Morse St,SIDEWALK,2,4,{CC7029B0-6CCF-4E22-A231-0E99BFC03DC4},,,POINT (-122.44703398788131 37.7105254418727)
2017,10,4518,590 03rd Street,Kama O Deli,03rd Street,SIDEWALK,1,2,{F99C1C91-BE5C-40A1-928E-E0F5225C577B},,,POINT (-122.39467736065906 37.78007568977582)
2000,0,629,1195 OAK ST,Oakside Cafe,OAK,SIDEWALK,1,2,{2AAF8267-5CCD-4B4C-A40E-A92ED56E0E6A},37.772732,-122.438874,POINT (-122.43887379074512 37.77273200556479)
2005,0,2507,105 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,{4ADC5368-16C4-46C0-8AD8-8784EA219C08},37.771147,-122.422046,POINT (-122.42204619323614 37.77114703364017)
